,title,combined
4778,Bobby Kennedy for President,Docuseries  RobertF.Kennedy Bobby Kennedy for President Historic footage and leading voices of the era examine the Bobby Phenomenon of the 1960s and the legacy of the man who helped redefine the country
4779,Candy Jar,Children  Family Movies Dramas Romantic Movies  ChristinaHendricks HelenHunt UzoAduba SamiGayle JacobLatimore Candy Jar Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams
4780,Holy Goalie,Comedies International Movies Sports Movies  KarraElejalde AlainHernández JuanManuelMontilla JoelBosqued MacarenaGarcía TitoValverde PacoRueda GuillermoFuriase TxemaBlasco PacoSagarzazu Holy Goalie A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel
4781,Moving On,International TV Shows TV Dramas  IreneSantiago GaryEstrada ArielRivera PatrickTheo LouiseChong ManoManiam JojoStruys AlvinWong Moving On Family problems relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia
4782,REALOVE,International TV Shows Reality TV Romantic TV Shows  AtsushiTamura MariYaguchi REALOVE A group of men and women each burdened with a dark secret look for love in this dating show with a twist Hosted by reformed playboy Atsushi Tamura
4783,The New Legends of Monkey,Kids TV TV Action  Adventure TV SciFi  Fantasy  ChaiHansen LucianeBuchanan JoshThomson EmilieCocquerel JoshMcKenzie JordanMooney JarredBlakiston The New Legends of Monkey A valiant girl liberates the Monkey King  a god long trapped in stone  in a quest to find seven sacred scrolls and save the world from evil
4784,The Week Of,Comedies  AdamSandler ChrisRock SteveBuscemi RachelDratch AllisonStrong RolandBuckIII KatieHartman ChloeHimmelman JakeLippmann JimBarone JuneGable The Week Of Two fathers with clashing views about their childrens upcoming wedding struggle to keep it together during the chaotic week before the big day
4785,Trio and a Bed,International TV Shows Romantic TV Shows TV Comedies  AnnabelleKong AmberChia CarmenSoo DannyWan DanielTan JeffreyCheng Trio and a Bed After graduation three women from distinct backgrounds find themselves in the real world facing the challenges of work romance and unexpected fame
4786,海的儿子,International TV Shows TV Dramas  LiNanxing ChristopherLee JessecaLiu AppleHong JeanetteAw 海的儿子 Two brothers start a new life in Singapore where they run into a childhood friend who falls in love with the elder while attracting the younger
4787,Amars Hands,Dramas International Movies  GhadahAbdulrazeq WafaaAmer HassanElRaddad HouriaFarghally SabryFawwaz Amars Hands To fulfill her husbands dream to build a home a widow sends her five children to earn money in Cairo where their poverty tests them at every turn
4788,An Hour and a Half,Dramas International Movies  EyadNassar AhmedBedir FathyAbdelWahab SawsanBadr MagedElKedwany TarekAbdelAziz KarimaMokhtar YousraElLozy SomayaElKhashab MohamedEmam An Hour and a Half Based on the 2002 El Ayyat train accident this drama begins 90 minutes before the explosion following the lives of riders in the thirdclass cars
4789,Chambers,TV Horror TV Mysteries Teen TV Shows  SivanAlyraRose UmaThurman TonyGoldwyn MarcusLaVoi NicholasGalitzine KyannaSimoneSimpson GriffinPowell-Arcand LilliKay SarahMezzanotte LilliyaScarlettReid Chambers Haunted by eerie visions and sinister impulses after a heart transplant a teenager tries to unmask the truth behind her donors mysterious death
4790,KonTiki,Action  Adventure Dramas International Movies  PålSverreHagen AndersBaasmoChristiansen TobiasSantelmann GustafSkarsgård OddMagnusWilliamson JakobOftebro AgnesKittelsen PeterWight AmundHellumNoraker EilifHellumNoraker KonTiki With five loyal friends in tow explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4300 miles across the Pacific
4791,Loving is Losing,Comedies International Movies Romantic Movies  RicardoQuevedo LissPereira IvánMarín LornaCepeda CarolinaSarmiento LindaBaldrich JoavanyÁlvarez MaríaCeciliaBotero RocíoTavera BrunoDíaz Loving is Losing When a newly single photographer is forced to work with a longtime rival the battle of their egos turns into a chance for love
4792,Money Trap,Comedies Dramas International Movies  YılmazErdoğan KıvançTatlıtuğ EzgiMola BensuSoral RızaKocaoğlu OkanÇabalar GüvenKıraç AhmetMümtazTaylan Money Trap When his daughter and soninlaw fall prey to a scam Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world
4793,Njan Prakashan,Comedies Dramas International Movies  FahadhFaasil Sreenivasan NikhilaVimal DevikaSanjay AnjuKurian K.P.A.C.Lalitha Njan Prakashan Yearning for a lavish life abroad an entitled lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa
4794,Season of the Witch,Action  Adventure SciFi  Fantasy  NicolasCage RonPerlman ChristopherLee StephenCampbellMoore StephenGraham UlrichThomsen ClaireFoy RobertSheehan KevinRees AndrewHefler Season of the Witch A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague
4795,The Sapphires,Comedies Dramas Independent Movies  ChrisO'Dowd DeborahMailman JessicaMauboy ShariSebbens MirandaTapsell ToryKittles EkaDarville TammyAnderson LynetteNarkle KylieBelling The Sapphires Sisters Gail Cynthia and Julie have talent but their career takes off when promoter Dave convinces them to tour for US troops in Vietnam
4796,Enissa Amani Ehrenwort,StandUp Comedy  EnissaAmani Enissa Amani Ehrenwort Live from Hamburg IranianGerman comedian Enissa Amani shares her take on German engineering tax deductions and online fanmail etiquette
4797,Kickboxer Retaliation,Action  Adventure  AlainMoussi Jean-ClaudeVanDamme MikeTyson ChristopherLambert SaraMalakulLane HafþórJúlíusBjörnsson SamMedina StevenSwadling Kickboxer Retaliation Sloans vow to never return to Thailand is cut short when hes kidnapped and taken to a Thai prison where hes forced to fight a 400pound brute
4798,The Daughter,Dramas  GeoffreyRush EwenLeslie PaulSchneider MirandaOtto AnnaTorv OdessaYoung SamNeill The Daughter Having returned home for his cagey fathers wedding an estranged man gets to know his childhood friends family and uncovers a devastating secret
4799,A Mission in an Old Movie,Comedies International Movies  Edward FifiAbdo LotfyLabib MadeleineMatar NahlaZaki AhmedFathy SaidTarabeek BadriyaTolba EmanEl-Sayed A Mission in an Old Movie A young man struggles with his overbearing mother while looking for romance and a way to kickstart his show business career
4800,Aurora,Horror Movies International Movies  AnneCurtis PhoebeVillamor MercedesCabral AllanPaule AndreaDelRosario MarcoGumabao ArnoldReyes RicardoCepeda RubyRuiz SuePrado Aurora A fatal shipwreck spurs an islander innkeeper and her sister to recover the missing victims bodies  until the dead come seeking shelter themselves
4801,Goosebumps 2 Haunted Halloween,Children  Family Movies Comedies  JeremyRayTaylor MadisonIseman CaleelHarris WendiMcLendon-Covey ChrisParnell KenJeong JackBlack Goosebumps 2 Haunted Halloween Three teens spend their Halloween trying to stop a magical book which brings characters from the Goosebumps novels to life
4802,Love Station,Comedies International Movies Romantic Movies  MennaShalaby SherifSalama YousraElLozy MonaHala EdwardFouad LotfyLabib AshrafHamdy Love Station Single coworkers at a radio station are brought together by mutual friends but their starryeyed notions about love may scuttle their romance
4803,Omar and Salma 3,Comedies International Movies Romantic Movies  TamerHosny MaiEzzidine EzzatAbouAouf LamittaFrangieh Omar and Salma 3 In this second sequel of the trilogy marital strife brews as Omar pursues a music career despite Salmas wishes that he opt for a more stable job
4804,Shattered Memories,Dramas Thrillers  ElizabethBogush BradSchmidt SarahLind EddieKayeThomas PhillipBoyd VictoriaBarabas MarkFamiglietti WalkerBorba MegDeLacy Shattered Memories When her former lovers mysteriously murdered a woman must clear her name  and avoid the killer
4805,The Consuls Son,Comedies International Movies Thrillers  KhaledSaleh GhadaAdel Ahmedel-Sakka KhaledSarhan SawsanBadr MustafaHaridi The Consuls Son A notorious forger known for his ability to create fake passports and visas finds himself the target of a con mans ruse
4806,The Hateful Eight Extended Version,TV Shows  SamuelL.Jackson KurtRussell JenniferJasonLeigh WaltonGoggins DemiánBichir TimRoth MichaelMadsen BruceDern JamesParks The Hateful Eight Extended Version Trapped at a stagecoach stop as a storm rages outside two bounty hunters and an outlaw face a gallery of rogues Features neverbeforeseen footage
4807,The Ugly Truth,Comedies Romantic Movies  KatherineHeigl GerardButler EricWinter JohnMichaelHiggins BreeTurner NickSearcy KevinConnolly CherylHines BonnieSomerville YvetteNicoleBrown NateCorddry NoahMatthews The Ugly Truth A chauvinistic morningshow commentator tries to prove the relationship theories he espouses on a segment called The Ugly Truth
4808,Bill Nye Science Guy,Documentaries  BillNye NeildeGrasseTyson EugenieScott FrancisCollins AnnDruyan Bill Nye Science Guy The dynamic bowtied host behind the young adult science show faces climatechange skeptics as he demonstrates the importance of scientific evidence
4809,Fishtronaut The Movie,Children  Family Movies  FábioLucindo CelsoAlves FernandaBullara Fishtronaut The Movie Fishtronaut Marina and Zeek travel to the big city in search of Grandpa only to find that everyone else has mysteriously vanished too
4810,Psychokinesis,Action  Adventure Comedies International Movies  RyuSeung-ryong ShimEun-kyung Jung-minPark Min-jaeKim Yu-miJung Psychokinesis Suddenly possessed with supernatural powers a father sets out to help his estranged daughter whos at risk of losing everything shes lived for
4811,Dear Zindagi,Comedies Dramas International Movies  AliaBhatt ShahRukhKhan IraDubey YashaswiniDayama Gautmik RajBhansali RohitSaraf AtulKale KunalKapoor AngadBedi AliZafar AdityaRoyKapoor Dear Zindagi A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity
4812,Shepherds and Butchers,Dramas International Movies  SteveCoogan AndreaRiseborough GarionDowds RobertHobbs DeonLotz MarcelVanHeerden LaurenSteyn Shepherds and Butchers When a young prison guard commits murder in South Africa an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions
4813,The 101YearOld Man Who Skipped Out on the Bill and Disappeared,Comedies International Movies  RobertGustafsson JensHultén CarolineBoulton ColinMcFarlane CoryPeterson JaySimpson DavidSchaal The 101YearOld Man Who Skipped Out on the Bill and Disappeared In need of money an eccentric exspy and his younger octogenarian partner embark on an international quest for a valuable Soviet soda formula
4814,Vir Das Abroad Understanding,StandUp Comedy  VirDas Vir Das Abroad Understanding Comedian Vir Das tackles nationalism globalism good food and bad politics in two cleverly crosscut performances in New York and New Delhi
4815,Fireflies,Dramas Independent Movies International Movies  RahulKhanna ArjunMathur ShivaniGhai MonicaDogra AadyaBedi Fireflies Grappling with love and loss in their respective lives two estranged brothers must confront their traumatic unresolved past when they cross paths
4816,Furthest Witness,Dramas Thrillers  AaronStanford TeriReeves SeanPatrickFlanery ForrestFyre StevenMichaelQuezada PaulBlott TravisHammer RyanBegay JermaineWashington VincentMcDaniel Furthest Witness Kyle helps people disappear but when a crazed killer starts hunting down his latest client he has to decide what hes willing to do to keep her safe
4817,Kevin James Never Dont Give Up,StandUp Comedy  KevinJames Kevin James Never Dont Give Up Kevin James makes his longawaited return to standup in this familyfriendly special dishing on fatherhood fans his disdain for allergies and more
4818,The Magic Pill,Documentaries  PeteEvans WilliamDavis LorenCordain The Magic Pill Doctors farmers chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses
4819,I Think You Should Leave with Tim Robinson,TV Comedies  TimRobinson AndySamberg SamRichardson WillForte FredWillard CecilyStrong TimHeidecker KateBerlant I Think You Should Leave with Tim Robinson There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars
